SID,label,sentence
575,1.4,The circle around the star symbolizes unity and wholeness .
576,-1.0,"Until , that is , they become a hazard to others ."
577,1.8,The World Health Organization was established by the U.N. .
578,-1.6,But if there was a grey alien porpoise .
579,0.6,Do not over dry .
580,0.2,I am sorry you have to go through this .
581,-0.8,"org , are freely available to anyone who wants to use them ."
582,-2.6,"that tells me `` I ca n't , and I wo n't '' ."
583,-0.6,"And it harm none , do what ye will ."
584,-0.8,I would like to be in Disney Land !
585,-1.2,I agree with Ann O !
586,-2.2,just make them believe that it 's phone 's problem .
587,-2.0,"if he has enough blankets , sure ."
588,-1.4,You are a fish .
589,-0.25,"If you do n't obey , you are only fooling yourself ."
590,0.0,"Aggressive , fast and even creative driving is important skill ."
591,-0.4,World 's Longest Palindrome ?
592,2.2,May God bless you and touch your heart with reality .
593,0.4,I ' m currently in college taking early childhood education .
594,-1.8,You do sound boring ... Talk to her and ask her opinion ...
595,-0.25,The other thing you could try is cutting your toe - nails .
596,0.2,"Actually in real life , the newton 's laws contradict the real state ."
597,-0.2,My pony has the same problem .
598,0.6,There will come a time in her life when she does .
599,1.0,"You will be satisfying the thirst , which is confused for hunger ."
600,0.0,"Use Demonoid.com , The Pirate Bay , TorrentSpy or some other site ."
601,-0.8,i would just suggest changing the date !
602,0.8,It looks really rough and grabs people 's attention instantly .
603,-1.2,The only thing that really worried me was the ether .
604,-0.2,Head on back up to Mindy who is still hanging around the skateshop .
605,0.8,Careless use of such primitives can lead to deadlocks .
606,-1.6,Its an overcrowded bus .
607,0.6,No Kuiper belt object has been visited by a man - made spacecraft .
608,2.0,Overlapping the Kuiper belt but extending much further outwards is the scattered disc .
609,-1.2,Where is the singles and dating question ?
610,-2.6,try airing out yr matress more often or cleaning it in some way .
611,1.4,Centrioles : Help to organise the pairs of duplicate chromosomes before cell division .
612,-2.6,Got you now .
613,-3.0,"Clerk at Flamingo Hotel : Listen , you fuzzy little shit head !"
614,-2.4,bad if ur apart for too long it could turn out bad
615,-2.0,"I found it , had the name wrong and everything ."
616,-1.6,111 is simple and 228 is simple .
617,-1.2,How about a chicken caesar salad wrap ? ? ?
618,0.6,Patience is the key here .
619,-1.4,I live in Minneapolis and I ' m watching it right now .
620,-1.8,"sorry , the link above is the best your going to get ."
621,-0.8,how is this a question about hair ?
622,0.0,Save them for last .
623,-2.0,look out we are aliens !
624,0.2,I think you are very talented .
625,-2.2,"23 , 1 for me , and 22 for you ."
626,0.4,Do this three times and the building will collapse .
627,-2.2,All over the place !
628,-0.8,That is definitely one side of the story
629,-1.4,I would get the modified choke if I were you .
630,-2.6,there are lots of fools out there
631,1.25,"Obviously the holiday blend is based on Indian , as the continent , customs ."
632,-0.2,Check the level .
633,-2.4,The USA and its great here
634,-0.2,He 's your boyfriend for goodness sake .
635,-2.0,Dana Scully - X - files -
636,-2.6,That may help u.
637,-2.6,Works for me ...
638,-2.0,I think you deserve the cane !
639,-2.0,Why ca n't I stop asking questions ? ?
640,0.8,AS use may affect thyroid function .
641,-2.4,Do n't do this .
642,-0.8,This is what I use .
643,-2.4,But ... I also heard if you sneeze your mate is cheating on you .
644,2.8,"However , most fishes have sensitive receptors that form the lateral line system ."
645,-1.2,I think that would be a good look !
646,2.4,You may also consult a homeopathic or naturopathic veterinarian for alternative Parvo treatments .
647,-2.6,oh yes very snappy .
648,0.8,You might need to create a new user profile for your browser .
649,-1.4,They do n't function without it !
650,0.0,-------------------------------------------------------------------------------- The cell is the smallest unit of biological organisation that biologists consider alive .
651,0.4,Perhaps only one of you in the neighborhood had the might to do so .
652,1.2,Children are particularly at risk of infection .
653,-0.4,There is an enormous amount of pressure to be seen with the right guy .
654,0.4,I should have appreciated more while I was there !
655,1.0,This causes the muscles to tense up repeatedly .
656,-1.8,do n't wear ponytails too tight .
657,-0.4,The Holy Trinity of the American Progressive .
658,-2.0,wait until high school for anything .
659,-0.75,Low risk 2 .
660,-1.2,Katie 's phone number .
661,-0.8,God Bless the USA
662,-1.8,water fasting is n't good .
663,-0.2,Your body will handle it .
664,0.2,You design them on your computer and print them on your printer .
665,0.2,If it 's a python I would n't advise it .
666,-1.4,Work out the relationship problems with your wife .
667,-1.6,JK Rowling hands down .
668,-1.6,i hope they understand !
669,-2.0,Rome could n't do it either .
670,-2.0,But I order mine without cheese - can ' t handle the two slices of cheese .
671,0.0,Also run HijackThis and submit a log to one of the major antispyware communities
672,0.6,This can happen to both boys and girls .
673,1.6,Every case is different .
674,1.8,Traits are determined by the expression of genes .
675,1.0,This usually lasts a week or less .
676,-2.2,get a job and move out .
677,-0.6,I have a few tricks up my sleeve !
678,-1.75,for that matter .
679,0.6,There are different fasts you can go through to help cleanse your system .
680,-1.4,as long as it is lead - free paint .
681,-1.0,and have her wear it on the day of the shower .
682,0.6,Go to court and file papers for child support .
683,0.4,"Fuel requirements for American cars are 87 , 89 , 91 octane ."
684,-2.2,Your almost definetly lying .
685,-2.4,then they got thrashed by Ireland .
686,-1.4,Are you afraid your going to lose the guy ?
687,-0.6,"De - worming , and supplements along with a good diet cured it right up ."
688,-1.5,mail beta : http://advision.webevents.yahoo.com/mailbeta/ Messenger 8.0 beta : http://messenger.yahoo.com
689,1.4,They do say IE 7 is much more secure .
690,0.4,It 's just another part of the body .
691,-2.4,"Who was mean to you , George ? ? ?"
692,-0.6,1/4 ( x-3 ) = 2 x - 3 = 8 x = 11
693,0.4,That depends on individual to individual .
694,-1.8,try asking a doctor .
695,0.2,is your cat nervous ?
696,-1.2,"Cut back on stupid things to eat such as candy bars cookies , etc . ."
697,-1.5,in US Dollars ?
698,-2.0,A resounding * YES * from my fingers typing on this question !
699,0.0,That was so exciting and so overrated at the same time .
700,-1.2,Never use alcohol it leaves a film !
701,-1.6,For my kids I started by sleeping with them and then phased it out .
702,2.2,The precise effect of anabolic steroids on LDL - cholesterol is unknown yet .
703,-1.8,yes - I heard they can do it in the Philippines
704,-2.8,Vultures Are Stupid Unless Dogs Have Ass lol .
705,1.2,Test is using another PC to ensure it is not your sound card .
706,-0.2,Answering questions in my dressing gown .
707,0.6,Combination of humor and gore appeals to fans of cartoonish horror .
708,-0.4,The shots are amazing .
709,0.6,And it had all these different storys but they all connected some how .
710,1.4,Place sealed doughnuts on an greased baking sheet .
711,-2.0,m 'm allergic to cinnamon : (
712,-0.2,I recently had acrylic nails put on and they looked very nice .
713,0.0,We actually do the microchipping also when they are there for spay/neuter .
714,-1.4,Why are you wasting your time wondering who to be with .
715,1.0,It is a very good unit .
716,-0.25,"This may be what you have , like I do ."
717,-0.8,All the best !
718,-1.8,can YOU see without rose - colored glasses ?
719,1.0,directed to many other yahoo accounts .
720,1.6,What is involved in the gospel tone of Nietzsche 's message ?
721,-1.2,i found the creams for thrush etc were no use at all .
722,1.4,This makes parvoviruses especially hardly in the environment and difficult to disinfect away .
723,-0.8,"In time , it will be ok ."
724,-1.4,* * You think you know who your true friends are ?
725,-0.8,"PhD are far from the smartest people , they are just the hardest working ."
726,-1.0,Adolf Hitler - my way Imelda Marcos - Raindrops keep falling on my head
727,-0.4,A must - see for Cronenberg fans .
728,1.6,Perhaps the waterflow is too fast for the fine gravel .
729,-2.2,rubb the cat with vicks ...
730,-1.8,Give them to your mum .
731,0.6,`` For courage and ability I can not too strongly recommend him . ''
732,-1.2,Depends on the pet ( take that either way )
733,0.8,"As they got closer , they found it was an Iraqi soldier ."
734,0.8,Immediately remove cupcakes from pans and cool completely on wire rack .
735,-2.6,I ' m playing like Paul - Fuckin ' - Newman by the way .
736,-1.8,"3rd day , seed was planted on dry land ."
737,0.4,"any antihistamine at the drug store should help , you might start with benadryl"
738,-2.6,Is n't Natalie your name ?
739,-0.2,current is the flow of charge .
740,0.6,It should go away on its own .
741,-0.8,It is illegal to be as lovable as you r .
742,1.0,I know of many incoming first years that are from California .
743,-2.0,I like it !
744,0.6,A dual quad intake is mostly a show piece .
745,1.0,Do not be in a hurry .
746,-2.2,Mark `` Rent - boy '' Renton : [ narrating ] Heroin makes you constipated .
747,-2.6,have you ever use torrents ?
748,0.6,When did you buy your car ?
749,-1.4,it has gotten scary here the past few weeks
750,-1.8,my skin looks like a china doll .
751,-2.0,Acting like a crazy psycho stalker is not exactly going to impress him .
752,-0.2,We would never find them if they were buried deep enough .
753,-1.2,"Generaly your not suppose to , but it is accepted in places ."
754,-1.6,They make air travel affordable for the average schmo .
755,-1.8,He should feel normal ... not like he 's in an adult home .
756,-2.4,see the doc .
757,-1.6,"LSD , Thanks Albert , rest in peace old buddy"
758,-0.6,If I had to guess I would think you are not pregnant .
759,1.0,Why is 2/3 the same as 4/6 ?
760,-2.0,Just accept the gift and walk through .
761,-0.6,Antidepressants are really tricky .
762,-0.8,manicure with an airbrush decoration
763,-0.6,I was sometimes picked on .
764,1.0,Mankind will once again enjoy the earthly paradise .
765,0.333333333333,( Note the profit ) 5 .
766,-1.8,its a jeep !
767,-0.4,hello friend I am very happy we can discuss about business experience .
768,-0.4,You owe the IRS that money Will you get caught if you keep it ?
769,-1.4,That 's what the kitty is going after .
770,-2.0,n hence helping in the healin process .
771,0.25,All the wireless specific stuff is set/monitored through Belkin 's config software .
772,0.8,"All that shall remain is a longing , deep inside me ."
773,1.0,Cameron tells the team that she suspects Deran is abusing Lucy .
774,0.4,The pricing depends on how many sessions you want .
775,1.0,Search www.firstgov.gov -- Keyword > passport
776,0.2,Bush was the President on 9/11 .
777,-1.8,I guarantee you ' ll cry .
778,-0.6,It 's brilliant .
779,0.0,"Almost 5 years later , the euro is worth about $ 1.25 or so ."
780,2.4,This discordance is discussed in more detail below .
781,-1.4,Do your homework and have fun in your new car !
782,0.0,"You are right , most dogs do this for a dominance purpose ."
783,-1.6,"First , buy a winning lottery ticket !"
784,0.333333333333,detached ; standing alone ; isolated .
785,-0.6,Tea bags are cheap and they can make a lot of tea .
786,0.0,Steve McNair is going to have a very good day against theFalcons .
787,-1.4,"There 's * no * Gods , * no * wrath ."
788,-2.8,GAWD I certainly hope so !
789,-2.6,But the ones who do are just stupid men who do n't know anything .
790,-1.6,Probably a term for a single guy or rock singer maybe .
791,-0.8,It seems like a spyware/adware .
